year,manufacturer,make,make/model,thefts,production,rate,type,horsepower,reliability,price
2008,MERCEDES-BENZ,MERCEDES-BENZ,clk-class,22,19420,1.13,Car,268,74,12000
2012,TOYOTA,SCION,tC,24,21188,1.13,Car,180,72,8000
2008,AUDI,AUDI,A4/A5,51,45063,1.13,Car,0,0,0
2006,TOYOTA,TOYOTA,tacoma pickup,221,195700,1.13,Truck,236,80,8000
2011,FORD MOTOR CO,FORD,FUSION,239,0,1.13,Car,240,80,7000
2005,GENERAL MOTORS,GMC,SAFARI VAN,5,4441,1.13,MPV,190,80,7500
2011,AUDI,AUDI,A6,8,0,1.13,Car,265,70,12000
2008,BMW,BMW,m5,3,2666,1.13,Car,500,90,30000
2009,KIA,KIA,sedona van,21,18684,1.12,MPV,251,79,4000
2011,CHRYSLER,CHRYSLER,200,72,0,1.12,Car,283,84,12000
2011,CHRYSLER,DODGE,NITRO,40,0,1.12,MPV,210,70,10000
2013,BMW,BMW,5,65,58063,1.12,Car,300,80,25000
2012,VOLKSWAGEN,VOLKSWAGEN,passat,107,95583,1.12,Car,170,78,9000
2014,VOLKSWAGEN,VOLKSWAGEN,beetle,31,27710,1.12,Car,170,76,13000
2005,FORD MOTOR CO,FORD,FIVE HUNDRED,109,97689,1.12,Car,203,82,5000
2005,VOLVO,VOLVO,V 70,9,8070,1.12,Car,208,80,6000
2007,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,46,41314,1.11,Car,0,0,0
2004,HYUNDAI,HYUNDAI,xg300,27,24262,1.11,Car,177,83,25000
2004,TOYOTA,TOYOTA,4runner,135,122034,1.11,MPV,245,85,8000
2014,GENERAL MOTORS,CADILLAC,ATS,40,36424,1.1,Car,272,80,20000
2012,GENERAL MOTORS,CHEVROLET,CRUZE,297,270622,1.1,Car,138,83,9000
2004,MERCEDES-BENZ,MERCEDES-BENZ,220 (s-class),18,16416,1.1,Car,215,90,10000
2011,KIA,KIA,sportage,50,0,1.1,MPV,176,80,8000
2008,CHRYSLER,JEEP,LIBERTY,99,90530,1.09,MPV,210,81,7000
2010,MERCEDES-BENZ,MERCEDES-BENZ,s-class,17,15555,1.09,Car,383,89,20000
2014,BMW,BMW,m5,2,1834,1.09,Car,560,76,60000
2012,HYUNDAI,HYUNDAI,accent,80,73458,1.09,Car,138,83,9000
2008,GENERAL MOTORS,BUICK,LUCERNE,72,66117,1.09,Car,275,80,8000
2005,FORD MOTOR CO,FORD,THUNDERBIRD,10,9189,1.09,Car,252,81,35000
2013,FORD MOTOR CO,FORD,FIESTA,73,67095,1.09,Car,123,82,10000
2014,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,5,4599,1.09,Car,429,73,85000
2006,HONDA,ACURA,TSX,44,40480,1.09,Car,205,80,6000
2012,HYUNDAI,HYUNDAI,genesis,41,37741,1.09,Car,333,80,12000
2006,GENERAL MOTORS,GMC,CANYON PICKUP,29,26744,1.08,Truck,220,80,9000
2006,GENERAL MOTORS,SATURN,VUE,103,95178,1.08,MPV,250,75,8000
2005,BMW,BMW,x3,31,28657,1.08,MPV,225,74,4000
2013,GENERAL MOTORS,BUICK,REGAL,21,19437,1.08,Car,220,82,13000
2007,GENERAL MOTORS,CHEVROLET,EQUINOX,94,87031,1.08,MPV,185,70,4500
2011,NISSAN,INFINITI,M37/M56,16,0,1.08,Car,330,77,12000
2004,GENERAL MOTORS,PONTIAC,GTO,13,12044,1.08,Car,350,80,20000
2011,BMW,BMW,7,13,0,1.08,Car,400,75,25000
2004,HONDA,ACURA,TSX,50,46494,1.08,Car,0,0,0
2007,HYUNDAI,HYUNDAI,tiburon,15,13951,1.08,Car,172,70,3500
2006,AUDI,AUDI,a3/a3 Quattro,12,11162,1.08,Car,0,0,0
2010,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,38,35364,1.07,MPV,268,80,10000
2009,KIA,KIA,amanti,1,931,1.07,Car,264,80,8000
2004,ISUZU,ISUZU,ascender,8,7455,1.07,MPV,275,82,8000
2004,ISUZU,ISUZU,ascender,8,7455,1.07,MPV,275,90,7000
2011,KIA,KIA,optima,69,0,1.07,Car,200,83,10000
2010,VOLKSWAGEN,VOLKSWAGEN,new beetle,18,16829,1.07,Car,150,75,9000
2012,VOLVO,VOLVO,S 80,4,3748,1.07,Car,300,90,15000
2005,TOYOTA,LEXUS,LS,31,29049,1.07,Car,285,80,6000
2009,TOYOTA,LEXUS,IS,34,31875,1.07,Car,204,83,12000
2008,TOYOTA,TOYOTA,tacoma pickup,156,146312,1.07,Truck,236,88,8000
2004,NISSAN,NISSAN,xterra,90,84478,1.07,MPV,210,80,8000
2014,FORD MOTOR CO,FORD,FOCUS,351,329577,1.07,Car,160,83,13000
2013,NISSAN,NISSAN,nv 200 cgo van,6,5650,1.06,LDT,131,78,15000
2010,TOYOTA,SCION,tC,21,19786,1.06,Car,180,80,8000
2008,KIA,KIA,sorento,42,39679,1.06,MPV,262,78,5000
2014,TOYOTA,LEXUS,IS,48,45439,1.06,Car,0,0,0
2012,VOLVO,VOLVO,C30,3,2841,1.06,Car,227,77,12000
2013,SUZUKI,SUZUKI,grand vitara,3,2841,1.06,MPV,163,80,15000
2008,SUZUKI,SUZUKI,vitara/grand vitara,19,17996,1.06,MPV,185,80,12000
2011,FORD MOTOR CO,LINCOLN,TOWN C,15,0,1.06,Car,365,80,15000
2007,VOLKSWAGEN,VOLKSWAGEN,passat,42,39867,1.05,Car,0,0,0
2009,TOYOTA,SCION,XB,39,37039,1.05,Car,158,80,10000
2004,PORSCHE,PORSCHE,911,10,9546,1.05,Car,315,75,29000
2007,MERCEDES-BENZ,MERCEDES-BENZ,129 (sl-class),8,7648,1.05,Car,355,78,32000
2004,AUDI,AUDI,A8,8,7654,1.05,Car,335,75,8000
2009,FORD MOTOR CO,FORD,FLEX,44,42100,1.05,MPV,262,85,7000
2005,GENERAL MOTORS,CHEVROLET,EQUINOX,192,183758,1.04,MPV,185,82,3200
2012,TOYOTA,TOYOTA,camry,547,523846,1.04,Car,178,90,12000
2008,HONDA,HONDA,accord,401,384257,1.04,Car,190,87,5000
2010,KIA,KIA,sportage,13,12465,1.04,MPV,170,80,8000
2004,LAND ROVER,LAND ROVER,FREELANDER,5,4795,1.04,MPV,174,74,3000
2006,MAZDA,MAZDA,tribute,35,33565,1.04,MPV,0,0,0
2004,GENERAL MOTORS,PONTIAC,VIBE,65,62365,1.04,Car,130,80,4000
2006,TOYOTA,LEXUS,ES,32,30735,1.04,Car,272,89,8000
2009,GENERAL MOTORS,PONTIAC,VIBE,59,56730,1.04,Car,132,80,8500
2006,MERCEDES-BENZ,MERCEDES-BENZ,129 (sl-class),7,6731,1.04,Car,302,80,45000
2006,FORD MOTOR CO,FORD,FREESTYLE,57,54980,1.04,Car,203,79,5000
2007,FORD MOTOR CO,MERCURY,MONTEGO,16,15439,1.04,Car,0,0,0
2011,HONDA,HONDA,cr-z,17,0,1.04,Car,122,88,10000
2008,HONDA,HONDA,civic,368,355443,1.04,Car,140,85,8000
2005,FORD MOTOR CO,FORD,ESCAPE,252,243658,1.03,MPV,0,0,0
2006,NISSAN,INFINITI,M35/M45,42,40627,1.03,Car,275,85,8000
2010,GENERAL MOTORS,CHEVROLET,CORVETTE,12,11615,1.03,Car,430,85,35000
2010,MAZDA,MAZDA,3,164,158778,1.03,Car,156,80,9000
2013,NISSAN,NISSAN,sentra,160,155196,1.03,Car,130,80,7000
2006,TOYOTA,TOYOTA,4runner,108,104758,1.03,MPV,239,85,9000
2005,DAIMLERCHRYSLER,JEEP,LIBERTY,178,173110,1.03,MPV,210,80,6000
2004,BMW,BMW,3,106,103092,1.03,Car,225,75,9000
2004,FORD MOTOR CO,MERCURY,MOUNTAINEER,52,50580,1.03,MPV,239,73,3000
2005,TOYOTA,LEXUS,ES,83,80735,1.03,Car,215,90,8000
2007,GENERAL MOTORS,GMC,ENVOY,38,36989,1.03,MPV,291,76,12000
2005,TOYOTA,LEXUS,GX,28,27260,1.03,MPV,263,88,8500
2010,MERCEDES-BENZ,MERCEDES-BENZ,c-class,58,56579,1.03,Car,228,79,12000
2005,TOYOTA,TOYOTA,avalon,59,57577,1.02,Car,268,88,6000
2007,HYUNDAI,HYUNDAI,tucson,45,44033,1.02,MPV,140,79,5000
2006,AUDI,AUDI,a4/a4 Quattro/s4/s4 Avant,49,48023,1.02,Car,0,0,0
2007,GENERAL MOTORS,BUICK,TERRAZA VAN,8,7865,1.02,MPV,0,0,0
2006,FORD MOTOR CO,MERCURY,MILAN,35,34506,1.01,Car,221,74,4000
2013,KIA,KIA,soul,153,150943,1.01,Car,138,86,10000
2007,FORD MOTOR CO,FORD,ESCAPE,110,108788,1.01,MPV,153,80,5000
2010,MASERATI,MASERATI,granturismo,1,989,1.01,Car,405,75,52000
2008,TOYOTA,TOYOTA,highlander,139,137668,1.01,MPV,270,90,9500
2006,DAIMLERCHRYSLER,CHRYSLER,TOWN & COUNTRY,177,175760,1.01,MPV,215,78,5000
2006,TOYOTA,SCION,XA,50,49664,1.01,Car,103,74,5000
2005,GENERAL MOTORS,CHEVROLET,CORVETTE,34,33810,1.01,Car,400,81,25000
2008,GENERAL MOTORS,SATURN,SKY,13,12979,1.0,Car,260,80,12000
2009,MAZDA,MAZDA,rx-8,3,3000,1.0,Car,232,75,9000
2012,GENERAL MOTORS,BUICK,REGAL,26,26003,1.0,Car,182,79,12000
2009,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,19,19005,1.0,Car,0,0,0
2004,VOLKSWAGEN,VOLKSWAGEN,golf/gti,20,20043,1.0,Car,180,80,7000
2010,GENERAL MOTORS,CADILLAC,STS,3,3010,1.0,Car,302,77,8000
2007,JAGUAR,JAGUAR,x-type,3,3018,0.99,Car,227,75,5000
2013,AUDI,AUDI,S4/S5,12,12087,0.99,Car,333,80,25000
2006,MERCEDES-BENZ,MERCEDES-BENZ,208 (clk-class),17,17150,0.99,Car,268,82,12000
2005,GENERAL MOTORS,BUICK,LESABRE,105,105985,0.99,Car,0,0,0
2007,HONDA,ACURA,3 5 RL,49,49471,0.99,Car,290,80,7000
2012,VOLKSWAGEN,VOLKSWAGEN,jetta,176,178153,0.99,Car,170,79,10000
2004,FORD MOTOR CO,FORD,FREESTAR,104,105280,0.99,MPV,203,60,3000
2012,TOYOTA,LEXUS,LS,8,8102,0.99,Car,360,80,40000
2014,KIA,KIA,cadenza,18,18234,0.99,Car,293,75,16000
2011,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,21,0,0.99,MPV,268,82,14000
2010,GENERAL MOTORS,BUICK,ALLURE,55,55836,0.99,Car,255,79,8000
2012,FIAT,FIAT,500,60,60935,0.98,Car,101,68,9000
2012,HONDA,HONDA,pilot,42,42657,0.98,MPV,250,85,17000
2006,GENERAL MOTORS,PONTIAC,TORRENT,48,48750,0.98,MPV,185,68,5000
2008,NISSAN,NISSAN,quest van,21,21348,0.98,MPV,240,88,5000
2006,NISSAN,INFINITI,I FX35,17,17326,0.98,MPV,280,80,8000
2010,FORD MOTOR CO,FORD,FLEX,22,22451,0.98,MPV,262,85,9000
2014,VOLKSWAGEN,VOLKSWAGEN,passat,100,102115,0.98,Car,170,73,12000
2009,AUDI,AUDI,R8,1,1022,0.98,Car,420,83,80000
2005,TOYOTA,LEXUS,RX,94,96140,0.98,MPV,215,85,8000
2008,CHRYSLER,JEEP,WRANGLER,118,120710,0.98,MPV,202,80,15000
2004,TOYOTA,TOYOTA,mr2 spyder,1,1023,0.98,Car,138,83,8000
2004,GENERAL MOTORS,BUICK,LESABRE,117,119742,0.98,Car,205,72,4000
2005,PORSCHE,PORSCHE,boxster,6,6142,0.98,Car,240,88,17000
2006,SUBARU,SUBARU,impreza,41,41987,0.98,Car,173,76,15000
2006,SUZUKI,SUZUKI,aerio,17,17417,0.98,Car,120,75,5000
2006,HYUNDAI,HYUNDAI,santa fe,32,32802,0.98,MPV,189,85,5000
2007,SUZUKI,SUZUKI,sx4,15,15421,0.97,Car,143,87,5000
2014,AUDI,AUDI,RS7,1,1029,0.97,Car,560,79,60000
2012,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,2,2060,0.97,Car,567,73,85000
2008,HYUNDAI,HYUNDAI,tiburon,10,10315,0.97,Car,0,0,0
2014,GENERAL MOTORS,BUICK,VERANO,44,45394,0.97,Car,180,80,10000
2009,KIA,KIA,sorento,12,12435,0.97,MPV,230,80,8500
2009,AUDI,AUDI,S4/S5,3,3112,0.96,Car,333,80,15000
2011,TOYOTA,TOYOTA,corolla,215,0,0.96,Car,132,79,12000
2010,MERCEDES-BENZ,MERCEDES-BENZ,e-class,61,63473,0.96,Car,0,0,0
2008,FORD MOTOR CO,FORD,ESCAPE,239,249322,0.96,MPV,0,0,0
2009,MITSUBISHI,MITSUBISHI,lancer,37,38655,0.96,Car,177,80,10000
2014,KIA,KIA,sportage,33,34501,0.96,MPV,182,78,14000
2009,TOYOTA,TOYOTA,sienna van,61,63797,0.96,MPV,266,80,12000
2008,ASTON MARTIN,ASTON MARTIN,VANTAGE,1,1047,0.96,Car,380,85,60000
2012,MAZDA,MAZDA,5,31,32530,0.95,Car,157,75,10000
2008,HONDA,ACURA,3.2 TL,54,56720,0.95,Car,258,83,10000
2006,HONDA,ACURA,3.2 TL,74,77849,0.95,Car,258,86,5000
2010,FORD MOTOR CO,LINCOLN,MKS,14,14730,0.95,Car,273,80,10000
2006,GENERAL MOTORS,CHEVROLET,CORVETTE,30,31595,0.95,Car,400,80,25000
2009,KIA,KIA,sportage,34,35892,0.95,MPV,140,80,9000
2005,GENERAL MOTORS,CHEVROLET,VENTURE VAN,24,25341,0.95,MPV,0,0,0
2006,GENERAL MOTORS,BUICK,LUCERNE,81,85961,0.94,Car,197,75,5000
2009,HONDA,HONDA,accord,297,315205,0.94,Car,190,80,8000
2004,MERCEDES-BENZ,MERCEDES-BENZ,215 (cl-class),2,2125,0.94,Car,362,68,30000
2004,KIA,KIA,sedona van,50,53140,0.94,MPV,195,75,5000
2009,GENERAL MOTORS,PONTIAC,G8,24,25556,0.94,Car,256,74,17000
2010,CHRYSLER,DODGE,JOURNEY,70,74562,0.94,MPV,235,74,8000
2006,HYUNDAI,HYUNDAI,tucson,52,55399,0.94,MPV,140,80,5000
2009,HONDA,ACURA,TSX,35,37306,0.94,Car,0,0,0
2004,BMW,BMW,5,45,48009,0.94,Car,225,81,10000
2011,FORD MOTOR CO,LINCOLN,MKT,4,0,0.94,MPV,355,80,10000
2012,NISSAN,NISSAN,quest van,20,21388,0.94,MPV,260,88,15000
2011,VOLVO,VOLVO,S 80,4,0,0.93,Car,240,75,10000
2012,KIA,KIA,soul,94,100672,0.93,Car,138,86,8000
2013,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,30,32138,0.93,MPV,248,86,21000
2005,VOLVO,VOLVO,S 40,24,25722,0.93,Car,218,80,6000
2008,TOYOTA,LEXUS,IS,54,57931,0.93,Car,204,80,8000
2009,FORD MOTOR CO,FORD,FUSION,96,103268,0.93,Car,221,87,8000
2009,TOYOTA,TOYOTA,matrix,54,58240,0.93,Car,126,88,8000
2013,VOLKSWAGEN,VOLKSWAGEN,tiguan,31,33475,0.93,MPV,200,70,12000
2007,VOLVO,VOLVO,S 80,10,10805,0.93,Car,210,79,6000
2006,TOYOTA,TOYOTA,avalon,90,97247,0.93,Car,268,85,5000
2010,GENERAL MOTORS,BUICK,LUCERNE,19,20529,0.93,Car,227,75,13000
2009,SUZUKI,SUZUKI,sx4,23,24859,0.93,Car,125,80,6000
2011,BMW,BMW,m3,7,0,0.92,Car,414,80,40000
2007,GENERAL MOTORS,PONTIAC,VIBE,30,32499,0.92,Car,126,76,5000
2006,ASTON MARTIN,ASTON MARTIN,DB9,1,1085,0.92,Car,450,60,45000
2011,GENERAL MOTORS,GMC,CANYON PICKUP,6,0,0.92,Truck,242,85,14000
2009,GENERAL MOTORS,CHEVROLET,EQUINOX,30,32555,0.92,MPV,185,78,5000
2008,HONDA,HONDA,element,35,37980,0.92,MPV,166,86,7500
2007,HONDA,HONDA,element,31,33688,0.92,MPV,166,85,6000
2005,TOYOTA,TOYOTA,RAV4,75,82037,0.91,MPV,161,86,5500
2007,MAZDA,MAZDA,b series pickup,3,3285,0.91,Truck,207,75,10000
2008,TOYOTA,TOYOTA,RAV4,150,164331,0.91,MPV,166,82,7000
2006,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,1,1096,0.91,Car,0,0,0
2011,TOYOTA,LEXUS,GS,5,0,0.91,Car,303,85,22000
2014,NISSAN,INFINITI,QX50,1,1097,0.91,Car,325,84,18000
2011,FORD MOTOR CO,LINCOLN,MKS,12,0,0.91,Car,273,79,11000
2008,GENERAL MOTORS,CHEVROLET,EQUINOX,82,90033,0.91,MPV,210,75,5000
2010,JAGUAR LAND ROVER,JAGUAR,XK/XKR,2,2198,0.91,Car,385,73,30000
2010,CHRYSLER,JEEP,LIBERTY,44,48487,0.91,MPV,210,65,10000
2013,GENERAL MOTORS,CADILLAC,XTS,38,41913,0.91,Car,304,75,15000
2004,PORSCHE,PORSCHE,boxster,4,4417,0.91,Car,228,85,15000
2014,BMW,BMW,3,93,102723,0.91,Car,300,82,20000
2007,BMW,BMW,5,47,51970,0.9,Car,300,80,12000
2011,VOLVO,VOLVO,C30,5,0,0.9,Car,227,75,8000
2009,MERCEDES-BENZ,MERCEDES-BENZ,e-class,17,18803,0.9,Car,268,80,10000
2012,MAZDA,MAZDA,3,129,142875,0.9,Car,155,79,9000
2005,BMW,BMW,z4,10,11079,0.9,Car,215,82,10000
2007,GENERAL MOTORS,SATURN,SKY,14,15546,0.9,Car,260,80,12000
2011,JAGUAR LAND ROVER,LAND ROVER,LR2,3,0,0.9,MPV,230,70,12000
2013,FORD MOTOR CO,LINCOLN,MKZ,24,26677,0.9,Car,300,80,15000
2008,TOYOTA,LEXUS,GS,18,20030,0.9,Car,303,74,8000
2014,FIAT,FIAT,500,35,38990,0.9,Car,101,60,10000
2014,AUDI,AUDI,R8,1,1115,0.9,Car,525,79,115000
2010,KIA,KIA,soul,68,75847,0.9,Car,142,80,7000
2005,HONDA,HONDA,element,47,52440,0.9,MPV,156,82,3000
2008,HONDA,ACURA,RDX,19,21271,0.89,MPV,240,83,8000
2004,HONDA,ACURA,3.2 TL,67,75026,0.89,Car,270,82,5000
2006,VOLVO,VOLVO,V 50,4,4480,0.89,Car,168,80,4500
2008,VOLKSWAGEN,VOLKSWAGEN,new beetle,25,28003,0.89,Car,150,75,8000
2014,BMW,BMW,5,48,53784,0.89,Car,300,80,35000
2011,MITSUBISHI,MITSUBISHI,eclipse,5,0,0.89,Car,265,78,10000
2009,MASERATI,MASERATI,granturismo,1,1123,0.89,Car,405,68,33000
2011,GENERAL MOTORS,CHEVROLET,CORVETTE,11,0,0.89,Car,430,85,33000
2011,HYUNDAI,HYUNDAI,santa fe,62,0,0.89,MPV,276,81,11000
2008,SUBARU,SUBARU,forester,27,30406,0.89,Car,173,75,7000
2009,NISSAN,NISSAN,murano,96,108188,0.89,MPV,265,83,9500
2005,FORD MOTOR CO,MERCURY,MARINER,29,32734,0.89,MPV,153,78,7000
2012,VOLKSWAGEN,VOLKSWAGEN,cc,26,29350,0.89,Car,200,80,12000
2014,HYUNDAI,HYUNDAI,veloster,17,19203,0.89,Car,0,0,0
2007,GENERAL MOTORS,BUICK,LUCERNE,76,85922,0.88,Car,197,85,6000
2014,MASERATI,MASERATI,quattroporte,4,4523,0.88,Car,404,65,30000
2011,HYUNDAI,HYUNDAI,genesis,26,0,0.88,Car,274,83,9000
2005,GENERAL MOTORS,SATURN,LS,6,6790,0.88,Car,170,75,4000
2013,TOYOTA,SCION,IQ,3,3397,0.88,Car,94,89,16000
2007,TOYOTA,LEXUS,LS,31,35167,0.88,Car,380,88,15000
2014,TOYOTA,LEXUS,GS,18,20420,0.88,Car,306,82,26000
2010,BMW,BMW,3,42,47715,0.88,Car,230,80,15000
2014,VOLKSWAGEN,VOLKSWAGEN,eos,3,3409,0.88,Car,200,82,15000
2008,FORD MOTOR CO,FORD,TAURUS X,37,42101,0.88,MPV,263,85,6300
2010,FORD MOTOR CO,FORD,EDGE,105,119546,0.88,MPV,265,82,8500
2004,TOYOTA,LEXUS,LS,28,31881,0.88,Car,290,88,7000
2011,GENERAL MOTORS,BUICK,LUCERNE,28,0,0.88,Car,227,86,13000
2011,SUZUKI,VITARA,GRAND VITARA,5,0,0.88,MPV,185,82,12000
2006,VOLKSWAGEN,VOLKSWAGEN,jetta,108,123317,0.88,Car,150,76,5000
2010,CHRYSLER,DODGE,NITRO,17,19432,0.87,MPV,210,75,10000
2007,HONDA,ACURA,RDX,22,25159,0.87,MPV,240,90,8000
2006,FORD MOTOR CO,MERCURY,MONTEGO,17,19464,0.87,Car,203,75,5000
2005,FORD MOTOR CO,MERCURY,GRAND MARQUIS,61,69862,0.87,Car,224,85,6500
2007,CHRYSLER,JEEP,WRANGLER,88,100955,0.87,MPV,205,75,12000
2006,JAGUAR,JAGUAR,xj8/xj8l,3,3444,0.87,Car,219,78,5000
2004,DAIMLERCHRYSLER,CHRYSLER,TOWN & COUNTRY (MPV),49,56361,0.87,MPV,215,73,5000
2005,TOYOTA,TOYOTA,highlander,113,130146,0.87,MPV,220,80,8000
2008,TOYOTA,LEXUS,LS,25,28875,0.87,Car,380,90,15000
2009,CHRYSLER,JEEP,WRANGLER,58,67122,0.86,MPV,202,83,15000
2007,FORD MOTOR CO,FORD,EDGE,105,121525,0.86,MPV,265,87,5000
2008,HONDA,ACURA,TSX,19,21996,0.86,Car,205,80,8000
2011,VOLKSWAGEN,VOLKSWAGEN,JETTA GLI,128,0,0.86,Car,200,78,12000
2009,VOLKSWAGEN,VOLKSWAGEN,JETTA GLI,97,112506,0.86,Car,0,0,0
2007,KIA,KIA,rondo,22,25524,0.86,Car,162,75,5000
2005,GENERAL MOTORS,BUICK,PARK AVENUE,8,9282,0.86,Car,205,75,4000
2014,HYUNDAI,HYUNDAI,genesis,10,11605,0.86,Car,274,85,15000
2006,TOYOTA,LEXUS,IS,43,49960,0.86,Car,215,88,9000
2010,HYUNDAI,HYUNDAI,genesis,25,29056,0.86,Car,306,78,10000
2005,GENERAL MOTORS,SATURN,VUE,56,65105,0.86,MPV,250,80,12000
2012,TOYOTA,TOYOTA,avalon,18,20938,0.86,Car,268,87,12000
2004,GENERAL MOTORS,CHEVROLET,VENTURE VAN,66,76777,0.86,MPV,185,72,3000
2010,BMW,BMW,z4/m,1,1165,0.86,Car,300,80,25000
2004,NISSAN,NISSAN,murano,55,64280,0.86,MPV,245,80,5000
2013,FORD MOTOR CO,FORD,ESCAPE,265,310054,0.85,MPV,240,84,12000
2013,TOYOTA,TOYOTA,venza,44,51487,0.85,MPV,180,80,12000
2014,CHRYSLER,DODGE,DART,45,52715,0.85,Car,184,68,13000
2005,VOLKSWAGEN,VOLKSWAGEN,passat,30,35149,0.85,Car,170,70,4500
2010,JAGUAR LAND ROVER,JAGUAR,XF,7,8206,0.85,Car,275,75,12000
2009,NISSAN,NISSAN,quest van,7,8232,0.85,MPV,245,82,8000
2010,HONDA,HONDA,accord crosstour,29,34114,0.85,MPV,271,83,11000
2014,SUBARU,SUBARU,brz,5,5893,0.85,Car,200,80,15000
2014,GENERAL MOTORS,CADILLAC,SRX,44,51882,0.85,MPV,308,78,25000
2008,AUDI,AUDI,A8,2,2360,0.85,Car,350,80,12000
2012,HONDA,HONDA,accord,275,325034,0.85,Car,190,82,13000
2013,KIA,KIA,sportage,37,43754,0.85,MPV,182,81,12000
2009,FORD MOTOR CO,LINCOLN,MKS,22,26153,0.84,Car,275,85,10000
2006,BMW,BMW,3,127,151673,0.84,Car,255,80,9000
2008,SUBARU,SUBARU,legacy,22,26288,0.84,Car,173,79,5000
2008,MASERATI,MASERATI,quattroporte,1,1196,0.84,Car,400,50,25000
2013,NISSAN,NISSAN,xterra,11,13167,0.84,MPV,261,82,24500
2004,BMW,BMW,z4,11,13171,0.84,Car,225,82,8000
2010,HONDA,HONDA,civic,217,259907,0.83,Car,140,80,8000
2005,PORSCHE,PORSCHE,911,7,8391,0.83,Car,350,80,30000
2011,PORSCHE,PORSCHE,cayman,1,0,0.83,Car,330,73,30000
2012,FORD MOTOR CO,FORD,FIESTA,50,59978,0.83,Car,120,75,8000
2012,FORD MOTOR CO,FORD,ESCAPE,199,238713,0.83,MPV,240,83,12000
2005,GENERAL MOTORS,CADILLAC,STS,31,37226,0.83,Car,320,76,5000
2007,TOYOTA,LEXUS,RX,82,98473,0.83,MPV,270,86,6000
2010,AUDI,AUDI,TT,1,1201,0.83,Car,211,80,12000
2005,TOYOTA,TOYOTA,sienna van,144,172999,0.83,MPV,215,80,6000
2006,FORD MOTOR CO,LINCOLN,ZEPHYR,26,31265,0.83,Car,221,78,5800
2009,NISSAN,INFINITI,G37,42,50524,0.83,Car,328,81,10000
2005,GENERAL MOTORS,BUICK,LACROSSE/ALLURE,68,81894,0.83,Car,0,0,0
2013,KIA,KIA,sorento,84,101314,0.83,MPV,290,84,14000
2011,KIA,KIA,soul,80,0,0.83,Car,126,80,8000
2010,TOYOTA,TOYOTA,fj cruiser,16,19395,0.83,MPV,260,85,20000
2012,HYUNDAI,HYUNDAI,santa fe,49,59411,0.82,MPV,264,88,11000
2009,BMW,BMW,m3,3,3642,0.82,Car,414,80,25000
2010,FORD MOTOR CO,LINCOLN,MKZ,23,27963,0.82,Car,263,82,9000
2012,GENERAL MOTORS,CHEVROLET,SONIC,69,83979,0.82,Car,138,87,6000
2013,SUBARU,SUBARU,legacy,37,45052,0.82,Car,256,78,12000
2012,GENERAL MOTORS,BUICK,LACROSSE,50,60891,0.82,Car,303,78,14000
2007,VOLKSWAGEN,VOLKSWAGEN,eos,11,13406,0.82,Car,0,0,0
2008,VOLKSWAGEN,VOLKSWAGEN,passat,29,35380,0.82,Car,0,0,0
2005,LAND ROVER,LAND ROVER,FREELANDER,2,2441,0.82,MPV,177,70,3700
2011,JAGUAR LAND ROVER,JAGUAR,XK/XKR,3,0,0.82,Car,385,82,40000
2004,MAZDA,MAZDA,tribute,25,30524,0.82,MPV,0,0,0
2011,MERCEDES-BENZ,MERCEDES-BENZ,e-class,61,0,0.82,Car,268,80,15000
2014,VOLVO,VOLVO,XC 60,8,9777,0.82,MPV,240,84,20000
2006,TOYOTA,TOYOTA,RAV4,94,114912,0.82,MPV,166,82,27000
2006,VOLVO,VOLVO,S 40,20,24505,0.82,Car,168,78,6000
2008,PORSCHE,PORSCHE,cayman,4,4901,0.82,Car,295,70,25000
2010,SUBARU,SUBARU,impreza,31,38000,0.82,Car,170,80,10000
2013,HONDA,ACURA,ILX,21,25790,0.81,Car,150,80,15000
2008,MERCEDES-BENZ,MERCEDES-BENZ,c-class,64,78747,0.81,MPV,228,85,9000
2009,VOLVO,VOLVO,C30,3,3693,0.81,Car,227,84,9000
2008,TOYOTA,TOYOTA,fj cruiser,34,41931,0.81,MPV,239,88,16000
2014,HYUNDAI,HYUNDAI,azera,6,7406,0.81,Car,293,87,20000
2004,NISSAN,NISSAN,pathfinder,23,28387,0.81,MPV,240,80,6000
2013,TOYOTA,TOYOTA,avalon,63,77779,0.81,Car,268,88,13000
2008,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,3,3708,0.81,Car,355,75,25000
2014,VOLKSWAGEN,VOLKSWAGEN,tiguan,21,26030,0.81,MPV,200,80,15000
2010,TOYOTA,LEXUS,LS,11,13636,0.81,Car,389,86,27000
2008,PORSCHE,PORSCHE,911,8,9941,0.8,Car,325,80,40000
2014,FORD MOTOR CO,FORD,FLEX,21,26116,0.8,MPV,365,85,15000
2014,BMW,BMW,4,23,28602,0.8,Car,300,80,25000
